
0,1806908,64,1806908,392,1806908,2045,1806908,1,1806908,64,1806908,257690,1806908,
0,1863493,64,1863493,392,1863493,2045,1863493,1,1863493,64,1863493,247689,1863493,
4,1728823,64,1728823,392,1728823,2045,1728823,1,1728823,64,1728823,247342,1728823,
4,1727261,64,1727261,392,1727261,2045,1727261,1,1727261,64,1727261,246949,1727261,
823,3466201,53059,3466201,7112000,3466201,546944,3466201,25728,3466201,231552,3466201,19627710,3466201,4,3466201,64,3466201,392,3466201,2045,3466201,1,3466201,64,3466201,247575,3466201,

4,1995227,68,1995227,392,1995227,2045,1995227,1,1995227,64,1995227,209420,1995227,
4,2160116,68,2160116,392,2160116,2045,2160116,1,2160116,64,2160116,210185,2160116,
4,2017277,68,2017277,392,2017277,2045,2017277,1,2017277,64,2017277,210136,2017277,
0,1995349,68,1995349,392,1995349,2045,1995349,1,1995349,64,1995349,209472,1995349,
812,3995508,53499,3995508,7112000,3995508,546944,3995508,25728,3995508,231552,3995508,19545600,3995508,0,3995508,68,3995508,392,3995508,2045,3995508,1,3995508,64,3995508,210053,3995508,

4,2383072,64,2383072,392,2383072,2045,2383072,1,2383072,64,2383072,210629,2383072,
4,2425224,64,2425224,392,2425224,2045,2425224,1,2425224,64,2425224,209909,2425224,
4,2260441,64,2260441,392,2260441,2045,2260441,1,2260441,64,2260441,210886,2260441,
0,2479943,64,2479943,392,2479943,2045,2479943,1,2479943,64,2479943,210511,2479943,
822,4466036,53157,4466036,7112000,4466036,546944,4466036,25728,4466036,231552,4466036,19535330,4466036,0,4466036,64,4466036,392,4466036,2045,4466036,1,4466036,64,4466036,210533,4466036,

8,2550949,0,2550949,392,2550949,2045,2550949,1,2550949,64,2550949,363119,2550949,
0,2456644,64,2456644,392,2456644,2045,2456644,1,2456644,64,2456644,214480,2456644,
0,2274472,64,2274472,392,2274472,2045,2274472,1,2274472,64,2274472,213774,2274472,
0,2415704,64,2415704,392,2415704,2045,2415704,1,2415704,64,2415704,213705,2415704,
851,4388915,54241,4388915,7112000,4388915,546944,4388915,25728,4388915,231552,4388915,20004800,4388915,0,4388915,64,4388915,392,4388915,2045,4388915,1,4388915,64,4388915,213585,4388915,

0,1802598,64,1802598,392,1802598,2045,1802598,1,1802598,64,1802598,209678,1802598,
0,1963896,64,1963896,392,1963896,2045,1963896,1,1963896,64,1963896,209397,1963896,
0,1773904,64,1773904,392,1773904,2045,1773904,1,1773904,64,1773904,209783,1773904,
0,1798167,64,1798167,392,1798167,2045,1798167,1,1798167,64,1798167,208977,1798167,
812,3573227,54037,3573227,7112000,3573227,546944,3573227,25728,3573227,231552,3573227,19439761,3573227,0,3573227,64,3573227,392,3573227,2045,3573227,1,3573227,64,3573227,209468,3573227,
8,1391718,0,1391718,392,1391718,2045,1391718,1,1391718,64,1391718,391616,1391718,
0,1777993,68,1777993,392,1777993,2045,1777993,1,1777993,64,1777993,209331,1777993,
0,1794181,68,1794181,392,1794181,2045,1794181,1,1794181,64,1794181,209106,1794181,
0,1789970,68,1789970,392,1789970,2045,1789970,1,1789970,64,1789970,208906,1789970,
0,1778800,68,1778800,392,1778800,2045,1778800,1,1778800,64,1778800,209399,1778800,
808,3552728,53266,3552728,7112000,3552728,546944,3552728,25728,3552728,231552,3552728,19613675,3552728,0,3552728,68,3552728,392,3552728,2045,3552728,1,3552728,64,3552728,209464,3552728,
8,1391102,0,1391102,392,1391102,2045,1391102,1,1391102,64,1391102,410995,1391102,
0,1798496,64,1798496,392,1798496,2045,1798496,1,1798496,64,1798496,209942,1798496,
0,1780767,64,1780767,392,1780767,2045,1780767,1,1780767,64,1780767,209973,1780767,
0,1755448,64,1755448,392,1755448,2045,1755448,1,1755448,64,1755448,209485,1755448,
0,1772670,64,1772670,392,1772670,2045,1772670,1,1772670,64,1772670,209740,1772670,
805,3528533,52979,3528533,7112000,3528533,546944,3528533,25728,3528533,231552,3528533,20034622,3528533,0,3528533,64,3528533,392,3528533,2045,3528533,1,3528533,64,3528533,209427,3528533,
