
4,1854806,64,1854806,392,1854806,2045,1854806,1,1854806,64,1854806,212984,1854806,
4,1859946,64,1859946,392,1859946,2045,1859946,1,1859946,64,1859946,212810,1859946,
4,1731788,64,1731788,392,1731788,2045,1731788,1,1731788,64,1731788,212215,1731788,
0,1728533,64,1728533,392,1728533,2045,1728533,1,1728533,64,1728533,212885,1728533,
1001,3487292,53943,3487292,7112000,3487292,546944,3487292,25728,3487292,231552,3487292,19531561,3487292,0,3487292,64,3487292,392,3487292,2045,3487292,1,3487292,64,3487292,212832,3487292,

0,2036487,64,2036487,392,2036487,2045,2036487,1,2036487,64,2036487,312439,2036487,
0,2149742,64,2149742,392,2149742,2045,2149742,1,2149742,64,2149742,313264,2149742,
0,2026321,64,2026321,392,2026321,2045,2026321,1,2026321,64,2026321,313294,2026321,
0,1984969,64,1984969,392,1984969,2045,1984969,1,1984969,64,1984969,313290,1984969,
817,4032020,52966,4032020,7112000,4032020,546944,4032020,25728,4032020,231552,4032020,19732063,4032020,0,4032020,64,4032020,392,4032020,2045,4032020,1,4032020,64,4032020,312887,4032020,

0,2425269,64,2425269,392,2425269,2045,2425269,1,2425269,64,2425269,214859,2425269,
0,2417524,64,2417524,392,2417524,2045,2417524,1,2417524,64,2417524,214446,2417524,
0,2271375,64,2271375,392,2271375,2045,2271375,1,2271375,64,2271375,214974,2271375,
0,2474739,64,2474739,392,2474739,2045,2474739,1,2474739,64,2474739,215007,2474739,
857,4484637,53376,4484637,7112000,4484637,546944,4484637,25728,4484637,231552,4484637,19617463,4484637,0,4484637,64,4484637,392,4484637,2045,4484637,1,4484637,64,4484637,214882,4484637,

8,2584566,0,2584566,392,2584566,2045,2584566,1,2584566,64,2584566,363442,2584566,
0,2451110,68,2451110,392,2451110,2045,2451110,1,2451110,64,2451110,211461,2451110,
0,2275796,68,2275796,392,2275796,2045,2275796,1,2275796,64,2275796,211236,2275796,
0,2409248,68,2409248,392,2409248,2045,2409248,1,2409248,64,2409248,210902,2409248,
1094,4411724,52677,4411724,7112000,4411724,546944,4411724,25728,4411724,231552,4411724,20076427,4411724,0,4411724,68,4411724,392,4411724,2045,4411724,1,4411724,64,4411724,211259,4411724,

0,1828245,68,1828245,392,1828245,2045,1828245,1,1828245,64,1828245,310474,1828245,
0,1963270,68,1963270,392,1963270,2045,1963270,1,1963270,64,1963270,311055,1963270,
