
4,1831600,68,1831600,392,1831600,2045,1831600,1,1831600,64,1831600,210924,1831600,
4,1861762,68,1861762,392,1861762,2045,1861762,1,1861762,64,1861762,211633,1861762,
4,1731593,68,1731593,392,1731593,2045,1731593,1,1731593,64,1731593,211510,1731593,
0,1726284,68,1726284,392,1726284,2045,1726284,1,1726284,64,1726284,211066,1726284,
822,3471233,53500,3471233,7112000,3471233,546944,3471233,25728,3471233,231552,3471233,19503080,3471233,0,3471233,68,3471233,392,3471233,2045,3471233,1,3471233,64,3471233,210037,3471233,

4,2012506,68,2012506,392,2012506,2045,2012506,1,2012506,64,2012506,209209,2012506,
4,2153975,68,2153975,392,2153975,2045,2153975,1,2153975,64,2153975,208846,2153975,
4,2022247,68,2022247,392,2022247,2045,2022247,1,2022247,64,2022247,208772,2022247,
0,1989131,68,1989131,392,1989131,2045,1989131,1,1989131,64,1989131,208757,1989131,
830,4006842,53359,4006842,7112000,4006842,546944,4006842,25728,4006842,231552,4006842,19673260,4006842,0,4006842,68,4006842,392,4006842,2045,4006842,1,4006842,64,4006842,209109,4006842,

0,2397910,68,2397910,392,2397910,2045,2397910,1,2397910,64,2397910,219303,2397910,
0,2422611,68,2422611,392,2422611,2045,2422611,1,2422611,64,2422611,218717,2422611,
0,2266628,68,2266628,392,2266628,2045,2266628,1,2266628,64,2266628,218687,2266628,
0,2478526,68,2478526,392,2478526,2045,2478526,1,2478526,64,2478526,219106,2478526,
863,4480528,53479,4480528,7112000,4480528,546944,4480528,25728,4480528,231552,4480528,19330763,4480528,0,4480528,68,4480528,392,4480528,2045,4480528,1,4480528,64,4480528,218854,4480528,

0,2560382,0,2560382,392,2560382,2045,2560382,1,2560382,64,2560382,383723,2560382,
0,2453153,68,2453153,392,2453153,2045,2453153,1,2453153,64,2453153,211347,2453153,
0,2273731,68,2273731,392,2273731,2045,2273731,1,2273731,64,2273731,211189,2273731,
0,2412504,68,2412504,392,2412504,2045,2412504,1,2412504,64,2412504,211821,2412504,
832,4402441,54477,4402441,7112000,4402441,546944,4402441,25728,4402441,231552,4402441,19849807,4402441,0,4402441,68,4402441,392,4402441,2045,4402441,1,4402441,64,4402441,211105,4402441,

0,1815369,68,1815369,392,1815369,2045,1815369,1,1815369,64,1815369,207497,1815369,
0,1964631,68,1964631,392,1964631,2045,1964631,1,1964631,64,1964631,206329,1964631,
0,1774715,68,1774715,392,1774715,2045,1774715,1,1774715,64,1774715,206864,1774715,
0,1797818,68,1797818,392,1797818,2045,1797818,1,1797818,64,1797818,207327,1797818,
855,3578077,53080,3578077,7112000,3578077,546944,3578077,25728,3578077,231552,3578077,19567123,3578077,0,3578077,68,3578077,392,3578077,2045,3578077,1,3578077,64,3578077,207663,3578077,
0,1465659,0,1465659,392,1465659,2045,1465659,1,1465659,64,1465659,387767,1465659,
0,1790333,64,1790333,392,1790333,2045,1790333,1,1790333,64,1790333,207616,1790333,
0,1784421,64,1784421,392,1784421,2045,1784421,1,1784421,64,1784421,207208,1784421,
0,1788741,64,1788741,392,1788741,2045,1788741,1,1788741,64,1788741,207092,1788741,
0,1774519,64,1774519,392,1774519,2045,1774519,1,1774519,64,1774519,207682,1774519,
834,3565857,53399,3565857,7112000,3565857,546944,3565857,25728,3565857,231552,3565857,20068271,3565857,0,3565857,64,3565857,392,3565857,2045,3565857,1,3565857,64,3565857,208448,3565857,
0,1481881,0,1481881,392,1481881,2045,1481881,1,1481881,64,1481881,397110,1481881,
0,1797034,68,1797034,392,1797034,2045,1797034,1,1797034,64,1797034,207305,1797034,
0,1776181,68,1776181,392,1776181,2045,1776181,1,1776181,64,1776181,207277,1776181,
0,1759442,68,1759442,392,1759442,2045,1759442,1,1759442,64,1759442,207307,1759442,
0,1773773,68,1773773,392,1773773,2045,1773773,1,1773773,64,1773773,207118,1773773,
807,3551942,53016,3551942,7112000,3551942,546944,3551942,25728,3551942,231552,3551942,20060295,3551942,0,3551942,68,3551942,392,3551942,2045,3551942,1,3551942,64,3551942,207821,3551942,
0,1469450,0,1469450,392,1469450,2045,1469450,1,1469450,64,1469450,398615,1469450,
0,1768388,68,1768388,392,1768388,2045,1768388,1,1768388,64,1768388,207686,1768388,
0,1767884,68,1767884,392,1767884,2045,1767884,1,1767884,64,1767884,207540,1767884,
0,1758938,68,1758938,392,1758938,2045,1758938,1,1758938,64,1758938,207399,1758938,
0,1759960,68,1759960,392,1759960,2045,1759960,1,1759960,64,1759960,207535,1759960,
940,3520735,54319,3520735,7112000,3520735,546944,3520735,25728,3520735,231552,3520735,20193710,3520735,0,3520735,68,3520735,392,3520735,2045,3520735,1,3520735,64,3520735,207587,3520735,
4,1477290,0,1477290,392,1477290,2045,1477290,1,1477290,64,1477290,365507,1477290,
4,1736316,68,1736316,392,1736316,2045,1736316,1,1736316,64,1736316,207246,1736316,
4,1754248,68,1754248,392,1754248,2045,1754248,1,1754248,64,1754248,207835,1754248,
4,1768112,68,1768112,392,1768112,2045,1768112,1,1768112,64,1768112,207445,1768112,
4,1753590,68,1753590,392,1753590,2045,1753590,1,1753590,64,1753590,207153,1753590,
828,3503914,53011,3503914,7112000,3503914,546944,3503914,25728,3503914,231552,3503914,19926249,3503914,4,3503914,68,3503914,392,3503914,2045,3503914,1,3503914,64,3503914,207479,3503914,
4,1462243,0,1462243,392,1462243,2045,1462243,1,1462243,64,1462243,403602,1462243,
0,1746808,64,1746808,392,1746808,2045,1746808,1,1746808,64,1746808,207137,1746808,
0,1743560,64,1743560,392,1743560,2045,1743560,1,1743560,64,1743560,207583,1743560,
0,1757604,64,1757604,392,1757604,2045,1757604,1,1757604,64,1757604,207461,1757604,
0,1729614,64,1729614,392,1729614,2045,1729614,1,1729614,64,1729614,207545,1729614,
815,3477145,53423,3477145,7112000,3477145,546944,3477145,25728,3477145,231552,3477145,20312631,3477145,0,3477145,64,3477145,392,3477145,2045,3477145,1,3477145,64,3477145,207844,3477145,
